timestamp,kwh,FID,the_geom,code,precip_quantity,precip_range,temp,temp_min,temp_max,temp_grass_min,wind_speed,wind_speed_unit,wind_direction,wind_peak_speed,humidity_relative,weather_current,pressure,pressure_station_level,sun_duration_24hours,short_wave_from_sky_24hours,cloudiness,date,time,datum,Opkomst,Op ware middag,Ondergang
2023-03-11 16:00:00,0.54,synop_data.6407.2023-03-11 16:00:00+00,POINT (51.200341 2.887306),6407,,,5.8,,,,2.0,1,130.0,4.0,,,1011.5,1010.9,,,7.0,2023-03-11,16:00,2023-03-11,07:06:00,12:53:00,18:40:00
2023-03-11 17:00:00,1.0200000000000002,synop_data.6434.2023-03-11 17:00:00+00,POINT (50.980293 3.816003),6434,,,6.1,,,,1.11,1,187.0,2.7,60.7,,1011.7,1009.7,,,,2023-03-11,17:00,2023-03-11,07:06:00,12:53:00,18:40:00
2023-03-11 18:00:00,1.1700000000000004,synop_data.6418.2023-03-11 18:00:00+00,POINT (51.347375 3.201846),6418,0.0,2.0,5.4,,7.7,,3.144,1,72.1,4.6,65.7,,1011.9,1010.2,,,,2023-03-11,18:00,2023-03-11,07:06:00,12:53:00,18:40:00
2023-03-11 19:00:00,1.1800000000000004,synop_data.6434.2023-03-11 19:00:00+00,POINT (50.980293 3.816003),6434,,,3.7,,,,1.442,1,145.9,1.9,73.2,,1012.2,1010.1,,,,2023-03-11,19:00,2023-03-11,07:06:00,12:53:00,18:40:00
2023-03-11 20:00:00,1.1800000000000004,synop_data.6418.2023-03-11 20:00:00+00,POINT (51.347375 3.201846),6418,,,5.3,,,,3.355,1,104.7,5.1,68.7,,1011.7,1010.0,,,,2023-03-11,20:00,2023-03-11,07:06:00,12:53:00,18:40:00
2023-03-11 21:00:00,1.1800000000000004,synop_data.6434.2023-03-11 21:00:00+00,POINT (50.980293 3.816003),6434,,,4.5,,,,2.177,1,129.7,2.7,66.6,,1012.0,1009.9,,,,2023-03-11,21:00,2023-03-11,07:06:00,12:53:00,18:40:00
2023-03-11 22:00:00,1.1800000000000004,synop_data.6407.2023-03-11 22:00:00+00,POINT (51.200341 2.887306),6407,,,3.9,,,,3.0,1,140.0,8.0,,21.0,1010.9,1010.3,,,8.0,2023-03-11,22:00,2023-03-11,07:06:00,12:53:00,18:40:00
2023-03-11 23:00:00,1.1800000000000004,synop_data.6434.2023-03-11 23:00:00+00,POINT (50.980293 3.816003),6434,,,4.7,,,,2.116,1,137.7,4.5,68.7,,1011.5,1009.4,,,,2023-03-11,23:00,2023-03-11,07:06:00,12:53:00,18:40:00
2023-03-12 00:00:00,1.1800000000000004,synop_data.6407.2023-03-12 00:00:00+00,POINT (51.200341 2.887306),6407,,1.0,3.8,,,,4.0,1,160.0,8.0,,21.0,1009.9,1009.2,,,7.0,2023-03-12,00:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 01:00:00,1.1800000000000004,synop_data.6434.2023-03-12 01:00:00+00,POINT (50.980293 3.816003),6434,,,4.2,,,,2.833,1,168.1,8.1,81.8,,1010.4,1008.4,,,,2023-03-12,01:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 02:00:00,1.1800000000000004,synop_data.6418.2023-03-12 02:00:00+00,POINT (51.347375 3.201846),6418,,,4.6,,,,7.919,1,165.0,10.3,73.1,,1008.4,1006.7,,,,2023-03-12,02:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 03:00:00,1.1800000000000004,synop_data.6434.2023-03-12 03:00:00+00,POINT (50.980293 3.816003),6434,,,4.1,,,,3.568,1,182.7,8.5,86.0,,1009.3,1007.3,,,,2023-03-12,03:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 04:00:00,1.1800000000000004,synop_data.6414.2023-03-12 04:00:00+00,POINT (50.90398 3.121692),6414,,,4.5,,,,4.011,1,180.8,5.9,99.8,,1008.3,1005.1,,,,2023-03-12,04:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 05:00:00,1.1800000000000004,synop_data.6434.2023-03-12 05:00:00+00,POINT (50.980293 3.816003),6434,,,4.5,,,,4.462,1,200.1,6.5,95.6,,1008.4,1006.3,,,,2023-03-12,05:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 06:00:00,1.1800000000000004,synop_data.6414.2023-03-12 06:00:00+00,POINT (50.90398 3.121692),6414,0.6,2.0,6.5,4.0,,,4.846,1,215.2,7.5,100.0,,1008.4,1005.2,,,,2023-03-12,06:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 07:00:00,1.1800000000000004,synop_data.6434.2023-03-12 07:00:00+00,POINT (50.980293 3.816003),6434,,,7.3,,,,5.075,1,244.3,9.1,98.8,,1008.8,1006.8,,,,2023-03-12,07:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 08:00:00,1.1800000000000004,synop_data.6407.2023-03-12 08:00:00+00,POINT (51.200341 2.887306),6407,,,8.0,,,,9.0,1,250.0,13.0,,,1008.9,1008.3,,,7.0,2023-03-12,08:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 09:00:00,1.2700000000000005,synop_data.6434.2023-03-12 09:00:00+00,POINT (50.980293 3.816003),6434,,,10.1,,,-0.6,6.06,1,258.4,10.1,89.5,,1009.9,1007.9,,,,2023-03-12,09:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 10:00:00,1.5700000000000005,synop_data.6418.2023-03-12 10:00:00+00,POINT (51.347375 3.201846),6418,,,8.8,,,,7.208,1,236.1,12.1,93.6,,1009.5,1007.8,,,,2023-03-12,10:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 11:00:00,2.230000000000001,synop_data.6434.2023-03-12 11:00:00+00,POINT (50.980293 3.816003),6434,,,11.8,,,,5.117,1,252.9,10.8,77.1,,1010.3,1008.3,,,,2023-03-12,11:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 12:00:00,3.4900000000000007,synop_data.6407.2023-03-12 12:00:00+00,POINT (51.200341 2.887306),6407,0.1,1.0,10.1,,,,10.0,1,260.0,15.0,,,1010.0,1009.4,,,6.0,2023-03-12,12:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 13:00:00,4.3100000000000005,synop_data.6434.2023-03-12 13:00:00+00,POINT (50.980293 3.816003),6434,,,12.2,,,,7.3,1,252.2,12.6,67.8,,1009.9,1007.9,,,,2023-03-12,13:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 14:00:00,5.4,synop_data.6414.2023-03-12 14:00:00+00,POINT (50.90398 3.121692),6414,,,12.1,,,,7.469,1,235.0,12.6,72.0,,1009.9,1006.8,,,,2023-03-12,14:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 15:00:00,6.29,synop_data.6434.2023-03-12 15:00:00+00,POINT (50.980293 3.816003),6434,,,11.9,,,,7.103,1,249.8,14.1,69.6,,1009.9,1007.9,,,,2023-03-12,15:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 16:00:00,6.53,synop_data.6418.2023-03-12 16:00:00+00,POINT (51.347375 3.201846),6418,,,9.5,,,,8.248,1,235.3,13.5,82.3,,1008.7,1007.0,,,,2023-03-12,16:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 17:00:00,6.61,synop_data.6434.2023-03-12 17:00:00+00,POINT (50.980293 3.816003),6434,,,11.1,,,,5.154,1,252.9,9.9,75.0,,1009.5,1007.5,,,,2023-03-12,17:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 18:02:00,6.63,synop_data.6418.2023-03-12 18:00:00+00,POINT (51.347375 3.201846),6418,0.1,2.0,10.4,,10.7,,7.25,1,223.8,15.4,79.4,,1007.8,1006.2,,,,2023-03-12,18:02,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 19:00:00,6.63,synop_data.6434.2023-03-12 19:00:00+00,POINT (50.980293 3.816003),6434,,,9.6,,,,2.878,1,193.9,4.0,86.5,,1008.6,1006.6,,,,2023-03-12,19:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 20:00:00,6.63,synop_data.6407.2023-03-12 20:00:00+00,POINT (51.200341 2.887306),6407,,,8.8,,,,6.0,1,190.0,8.0,,60.0,1006.6,1006.0,,,8.0,2023-03-12,20:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 21:00:00,6.63,synop_data.6434.2023-03-12 21:00:00+00,POINT (50.980293 3.816003),6434,,,11.2,,,,6.842,1,221.3,12.1,77.7,,1007.1,1005.1,,,,2023-03-12,21:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 22:00:00,6.63,synop_data.6418.2023-03-12 22:00:00+00,POINT (51.347375 3.201846),6418,,,10.1,,,,9.76,1,180.3,12.4,85.0,,1003.8,1002.1,,,,2023-03-12,22:00,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-12 23:06:00,6.6348,synop_data.6434.2023-03-12 23:00:00+00,POINT (50.980293 3.816003),6434,,,10.6,,,,7.001,1,205.6,12.7,90.2,,1004.4,1002.5,,,,2023-03-12,23:06,2023-03-12,07:04:00,12:52:00,18:42:00
2023-03-13 00:00:00,6.6348,synop_data.6418.2023-03-13 00:00:00+00,POINT (51.347375 3.201846),6418,0.0,1.0,10.1,,,,10.167,1,186.3,14.7,88.6,,1000.9,999.3,339.0,,,2023-03-13,00:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 01:00:00,6.6348,synop_data.6434.2023-03-13 01:00:00+00,POINT (50.980293 3.816003),6434,,,11.5,,,,7.611,1,216.5,13.1,94.4,,1002.0,1000.1,,,,2023-03-13,01:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 02:00:00,6.6348,synop_data.6407.2023-03-13 02:00:00+00,POINT (51.200341 2.887306),6407,,,11.0,,,,7.0,1,200.0,13.0,,21.0,999.6,999.0,,,7.0,2023-03-13,02:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 03:00:00,6.6348,synop_data.6434.2023-03-13 03:00:00+00,POINT (50.980293 3.816003),6434,,,12.8,,,,9.038,1,226.8,15.8,90.9,,1000.6,998.6,,,,2023-03-13,03:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 04:00:00,6.6348,synop_data.6414.2023-03-13 04:00:00+00,POINT (50.90398 3.121692),6414,,,12.9,,,,5.825,1,219.2,13.4,89.1,,1000.3,997.2,,,,2023-03-13,04:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 05:00:00,6.6348,synop_data.6434.2023-03-13 05:00:00+00,POINT (50.980293 3.816003),6434,,,13.1,,,,7.974,1,223.7,13.5,85.7,,999.7,997.8,,,,2023-03-13,05:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 06:00:00,6.6348,synop_data.6414.2023-03-13 06:00:00+00,POINT (50.90398 3.121692),6414,0.6,2.0,13.2,9.6,,,8.424,1,218.2,14.1,81.3,,999.1,996.0,,,,2023-03-13,06:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 07:00:00,6.6348,synop_data.6434.2023-03-13 07:00:00+00,POINT (50.980293 3.816003),6434,,,13.4,,,,8.089,1,225.7,13.9,81.1,,999.1,997.2,,,,2023-03-13,07:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 08:00:00,6.6348,synop_data.6407.2023-03-13 08:00:00+00,POINT (51.200341 2.887306),6407,,,12.6,,,,10.0,1,230.0,18.0,,21.0,997.3,996.7,,,6.0,2023-03-13,08:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 09:00:00,6.7118,synop_data.6434.2023-03-13 09:00:00+00,POINT (50.980293 3.816003),6434,,,14.1,,,6.2,8.271,1,223.6,15.9,81.7,,998.6,996.6,,,,2023-03-13,09:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 10:00:00,6.9266,synop_data.6407.2023-03-13 10:00:00+00,POINT (51.200341 2.887306),6407,,,13.9,,,,14.0,1,230.0,24.0,,,996.4,995.8,,,5.0,2023-03-13,10:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 11:00:00,7.7952,synop_data.6434.2023-03-13 11:00:00+00,POINT (50.980293 3.816003),6434,,,16.4,,,,9.099,1,238.6,19.9,68.0,,997.3,995.3,,,,2023-03-13,11:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 12:00:00,8.791600000000003,synop_data.6418.2023-03-13 12:00:00+00,POINT (51.347375 3.201846),6418,0.2,1.0,14.5,,,,12.764,1,217.7,25.3,58.7,,995.2,993.6,,,,2023-03-13,12:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 13:00:00,9.778900000000002,synop_data.6434.2023-03-13 13:00:00+00,POINT (50.980293 3.816003),6434,,,17.0,,,,10.276,1,234.7,16.3,54.0,,996.2,994.3,,,,2023-03-13,13:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 14:00:00,10.994400000000002,synop_data.6414.2023-03-13 14:00:00+00,POINT (50.90398 3.121692),6414,,,15.9,,,,8.066,1,235.6,17.5,62.3,,995.1,992.0,,,,2023-03-13,14:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 15:00:00,12.847800000000005,synop_data.6434.2023-03-13 15:00:00+00,POINT (50.980293 3.816003),6434,,,16.4,,,,7.154,1,247.2,16.3,59.0,,994.3,992.4,,,,2023-03-13,15:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 16:00:00,14.178200000000002,synop_data.6418.2023-03-13 16:00:00+00,POINT (51.347375 3.201846),6418,,,12.1,,,,8.006,1,235.1,16.3,64.7,,992.8,991.2,,,,2023-03-13,16:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 17:00:00,15.457600000000005,synop_data.6434.2023-03-13 17:00:00+00,POINT (50.980293 3.816003),6434,,,15.8,,,,7.564,1,226.9,14.3,53.7,,992.3,990.3,,,,2023-03-13,17:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 18:00:00,16.166300000000003,synop_data.6414.2023-03-13 18:00:00+00,POINT (50.90398 3.121692),6414,0.5,2.0,12.5,,16.5,,3.514,1,234.8,19.7,72.2,,992.1,989.0,,,,2023-03-13,18:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 19:00:00,16.228800000000007,synop_data.6434.2023-03-13 19:00:00+00,POINT (50.980293 3.816003),6434,,,12.3,,,,1.877,1,248.4,6.1,71.1,,991.8,989.9,,,,2023-03-13,19:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 20:00:00,16.228800000000007,synop_data.6407.2023-03-13 20:00:00+00,POINT (51.200341 2.887306),6407,,,8.7,,,,5.0,1,190.0,8.0,,,989.6,989.0,,,3.0,2023-03-13,20:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 21:00:00,16.228800000000007,synop_data.6434.2023-03-13 21:00:00+00,POINT (50.980293 3.816003),6434,,,12.5,,,,5.204,1,214.3,11.3,79.1,,991.0,989.0,,,,2023-03-13,21:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 22:00:00,16.228800000000007,synop_data.6414.2023-03-13 22:00:00+00,POINT (50.90398 3.121692),6414,,,11.0,,,,7.901,1,235.9,15.2,74.1,,991.2,988.1,,,,2023-03-13,22:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-13 23:00:00,16.228800000000007,synop_data.6434.2023-03-13 23:00:00+00,POINT (50.980293 3.816003),6434,,,10.8,,,,6.828,1,241.6,13.3,78.0,,991.2,989.3,,,,2023-03-13,23:00,2023-03-13,07:02:00,12:52:00,18:43:00
2023-03-14 00:00:00,16.228800000000007,synop_data.6407.2023-03-14 00:00:00+00,POINT (51.200341 2.887306),6407,0.2,1.0,8.4,,,,7.0,1,220.0,17.0,,21.0,989.9,989.3,,,7.0,2023-03-14,00:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 01:00:00,16.228800000000007,synop_data.6434.2023-03-14 01:00:00+00,POINT (50.980293 3.816003),6434,,,9.5,,,,5.966,1,222.5,9.8,85.4,,991.0,989.0,,,,2023-03-14,01:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 02:00:00,16.228800000000007,synop_data.6414.2023-03-14 02:00:00+00,POINT (50.90398 3.121692),6414,,,9.7,,,,4.515,1,214.8,8.6,87.5,,990.2,987.0,,,,2023-03-14,02:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 03:00:00,16.228800000000007,synop_data.6434.2023-03-14 03:00:00+00,POINT (50.980293 3.816003),6434,,,9.3,,,,5.525,1,219.4,10.5,94.6,,990.1,988.1,,,,2023-03-14,03:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 04:00:00,16.228800000000007,synop_data.6407.2023-03-14 04:00:00+00,POINT (51.200341 2.887306),6407,,,8.6,,,,6.0,1,220.0,8.0,,80.0,988.9,988.4,,,6.0,2023-03-14,04:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 05:00:00,16.228800000000007,synop_data.6434.2023-03-14 05:00:00+00,POINT (50.980293 3.816003),6434,,,9.8,,,,4.909,1,233.8,8.6,94.2,,990.0,988.1,,,,2023-03-14,05:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 06:00:00,16.228800000000007,synop_data.6418.2023-03-14 06:00:00+00,POINT (51.347375 3.201846),6418,1.7,2.0,7.1,7.0,,,9.74,1,308.0,15.9,90.7,,991.0,989.4,,,,2023-03-14,06:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 07:00:00,16.228800000000007,synop_data.6434.2023-03-14 07:00:00+00,POINT (50.980293 3.816003),6434,,,7.0,,,,6.317,1,300.2,14.1,93.8,,993.1,991.1,,,,2023-03-14,07:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 08:00:00,16.228800000000007,synop_data.6414.2023-03-14 08:00:00+00,POINT (50.90398 3.121692),6414,,,6.2,,,,9.801,1,292.1,16.0,78.8,,996.7,993.5,,,,2023-03-14,08:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 09:00:00,16.228800000000007,synop_data.6434.2023-03-14 09:00:00+00,POINT (50.980293 3.816003),6434,,,6.0,,,5.8,8.044,1,285.8,15.4,92.4,,997.5,995.5,,,,2023-03-14,09:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 10:00:00,16.36740000000001,synop_data.6414.2023-03-14 10:00:00+00,POINT (50.90398 3.121692),6414,,,6.7,,,,9.491,1,290.8,14.5,75.5,,1000.3,997.1,,,,2023-03-14,10:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 11:00:00,16.525400000000005,synop_data.6434.2023-03-14 11:00:00+00,POINT (50.980293 3.816003),6434,,,5.3,,,,7.127,1,281.8,13.8,91.8,,1001.2,999.2,,,,2023-03-14,11:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 12:00:00,16.700300000000006,synop_data.6418.2023-03-14 12:00:00+00,POINT (51.347375 3.201846),6418,1.1,1.0,6.2,,,,8.494,1,349.8,14.5,87.1,,1003.2,1001.6,,,,2023-03-14,12:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 13:00:00,16.858200000000007,synop_data.6434.2023-03-14 13:00:00+00,POINT (50.980293 3.816003),6434,,,5.7,,,,3.208,1,9.9,9.7,88.1,,1004.2,1002.2,,,,2023-03-14,13:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 14:00:00,17.174600000000005,synop_data.6418.2023-03-14 14:00:00+00,POINT (51.347375 3.201846),6418,,,6.3,,,,5.308,1,312.4,16.3,68.1,,1006.4,1004.7,,,,2023-03-14,14:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 15:00:00,17.363000000000007,synop_data.6434.2023-03-14 15:00:00+00,POINT (50.980293 3.816003),6434,,,5.7,,,,3.821,1,342.3,13.8,59.9,,1007.7,1005.7,,,,2023-03-14,15:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 16:00:00,17.579900000000006,synop_data.6414.2023-03-14 16:00:00+00,POINT (50.90398 3.121692),6414,,,5.7,,,,3.231,1,271.1,4.9,77.7,,1009.3,1006.0,,,,2023-03-14,16:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 17:00:00,18.338300000000007,synop_data.6434.2023-03-14 17:00:00+00,POINT (50.980293 3.816003),6434,,,5.9,,,,2.955,1,323.5,5.7,66.4,,1009.9,1007.9,,,,2023-03-14,17:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 18:00:00,18.636900000000008,synop_data.6418.2023-03-14 18:00:00+00,POINT (51.347375 3.201846),6418,1.1,2.0,6.4,,7.3,,5.159,1,259.8,16.4,71.8,,1010.5,1008.8,,,,2023-03-14,18:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 19:00:00,18.68790000000001,synop_data.6434.2023-03-14 19:00:00+00,POINT (50.980293 3.816003),6434,,,4.1,,,,2.16,1,256.4,4.7,84.5,,1012.1,1010.0,,,,2023-03-14,19:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 20:00:00,18.68790000000001,synop_data.6414.2023-03-14 20:00:00+00,POINT (50.90398 3.121692),6414,,,3.1,,,,3.619,1,213.7,4.8,90.8,,1012.8,1009.5,,,,2023-03-14,20:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 21:00:00,18.68790000000001,synop_data.6434.2023-03-14 21:00:00+00,POINT (50.980293 3.816003),6434,,,2.8,,,,2.809,1,236.5,12.1,89.6,,1013.2,1011.1,,,,2023-03-14,21:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 22:00:00,18.68790000000001,synop_data.6407.2023-03-14 22:00:00+00,POINT (51.200341 2.887306),6407,,,3.7,,,,2.0,1,230.0,5.0,,80.0,1012.4,1011.8,,,7.0,2023-03-14,22:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-14 23:00:00,18.68790000000001,synop_data.6434.2023-03-14 23:00:00+00,POINT (50.980293 3.816003),6434,,,4.4,,,,4.201,1,252.9,7.8,83.7,,1013.2,1011.1,,,,2023-03-14,23:00,2023-03-14,06:59:00,12:52:00,18:45:00
2023-03-15 00:00:00,18.68790000000001,synop_data.6418.2023-03-15 00:00:00+00,POINT (51.347375 3.201846),6418,1.6,1.0,5.1,,,,4.711,1,307.4,12.2,83.8,,1013.1,1011.4,113.0,,,2023-03-15,00:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 01:00:00,18.68790000000001,synop_data.6434.2023-03-15 01:00:00+00,POINT (50.980293 3.816003),6434,,,4.2,,,,2.942,1,267.3,6.6,89.3,,1013.9,1011.8,,,,2023-03-15,01:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 02:00:00,18.68790000000001,synop_data.6418.2023-03-15 02:00:00+00,POINT (51.347375 3.201846),6418,,,5.0,,,,5.468,1,294.9,8.5,82.6,,1014.2,1012.5,,,,2023-03-15,02:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 03:00:00,18.68790000000001,synop_data.6434.2023-03-15 03:00:00+00,POINT (50.980293 3.816003),6434,,,3.5,,,,2.151,1,266.5,6.6,95.0,,1014.9,1012.9,,,,2023-03-15,03:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 04:00:00,18.68790000000001,synop_data.6418.2023-03-15 04:00:00+00,POINT (51.347375 3.201846),6418,,,4.9,,,,6.052,1,310.2,8.8,77.6,,1015.5,1013.8,,,,2023-03-15,04:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 05:00:00,18.68790000000001,synop_data.6434.2023-03-15 05:00:00+00,POINT (50.980293 3.816003),6434,,,2.2,,,,1.795,1,256.9,3.8,94.4,,1016.3,1014.2,,,,2023-03-15,05:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 06:00:00,18.68790000000001,synop_data.6418.2023-03-15 06:00:00+00,POINT (51.347375 3.201846),6418,1.6,2.0,4.3,4.0,,,3.23,1,309.7,9.4,77.3,,1016.6,1014.9,,,,2023-03-15,06:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 07:00:00,18.68790000000001,synop_data.6434.2023-03-15 07:00:00+00,POINT (50.980293 3.816003),6434,,,1.9,,,,1.843,1,235.5,3.4,96.9,,1017.5,1015.4,,,,2023-03-15,07:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 08:00:00,18.694400000000005,synop_data.6414.2023-03-15 08:00:00+00,POINT (50.90398 3.121692),6414,,,4.2,,,,1.648,1,323.2,2.2,90.0,,1018.6,1015.3,,,,2023-03-15,08:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 09:00:00,18.812400000000007,synop_data.6434.2023-03-15 09:00:00+00,POINT (50.980293 3.816003),6434,,,5.1,,,-2.6,1.845,1,264.8,3.4,86.7,,1019.2,1017.1,,,,2023-03-15,09:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 10:00:00,19.271000000000008,synop_data.6414.2023-03-15 10:00:00+00,POINT (50.90398 3.121692),6414,,,6.4,,,,1.19,1,338.4,2.9,66.7,,1019.5,1016.2,,,,2023-03-15,10:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 11:00:00,20.339800000000007,synop_data.6434.2023-03-15 11:00:00+00,POINT (50.980293 3.816003),6434,,,7.0,,,,1.756,1,230.1,3.2,63.0,,1019.9,1017.8,,,,2023-03-15,11:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 12:00:00,22.03420000000001,synop_data.6418.2023-03-15 12:00:00+00,POINT (51.347375 3.201846),6418,0.0,1.0,6.7,,,,2.221,1,340.2,4.9,69.7,,1019.5,1017.8,,,,2023-03-15,12:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 13:00:00,23.778200000000005,synop_data.6434.2023-03-15 13:00:00+00,POINT (50.980293 3.816003),6434,,,8.6,,,,2.815,1,200.1,5.5,53.6,,1019.6,1017.6,,,,2023-03-15,13:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 14:00:00,25.193800000000007,synop_data.6418.2023-03-15 14:00:00+00,POINT (51.347375 3.201846),6418,,,9.2,,,,1.866,1,295.7,4.6,65.7,,1019.4,1017.7,,,,2023-03-15,14:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 15:00:00,26.79020000000001,synop_data.6434.2023-03-15 15:00:00+00,POINT (50.980293 3.816003),6434,,,8.8,,,,2.953,1,215.4,5.8,51.4,,1019.1,1017.1,,,,2023-03-15,15:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 16:00:00,28.15160000000001,synop_data.6418.2023-03-15 16:00:00+00,POINT (51.347375 3.201846),6418,,,8.3,,,,5.71,1,197.9,8.1,54.5,,1018.0,1016.4,,,,2023-03-15,16:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 17:00:00,28.705100000000005,synop_data.6434.2023-03-15 17:00:00+00,POINT (50.980293 3.816003),6434,,,8.0,,,,2.813,1,209.1,5.4,57.0,,1018.8,1016.7,,,,2023-03-15,17:00,2023-03-15,06:57:00,12:52:00,18:47:00
2023-03-15 18:00:00,28.86930000000001,synop_data.6414.2023-03-15 18:00:00+00,POINT (50.90398 3.121692),6414,0.0,2.0,7.8,,9.6,,2.207,1,179.9,6.9,62.2,,1018.2,1015.0,,,,2023-03-15,18:00,2023-03-15,06:57:00,12:52:00,18:47:00
